Company,Age,Title,Salary,Department
Uber,34,Software Engineer,120305.73,Web
Nvidia,48,Staff Engineer,339123.86,Design
IBM,45,Engineering Manager,215605.94,Machine Learning
Meta,50,Senior UX Designer,182785.23,Security
Salesforce,31,Data Scientist,179430.55,Data Science
Cisco,42,Director,302650.91,Engineering
VMware,36,Senior Data Scientist,188629.97,Web
Intel,55,Staff Engineer,224473.81,Data Science
Nvidia,34,Staff Engineer,240142.03,Product
Netflix,40,Data Scientist,188851.23,Product
Google,24,Software Engineer,144431.2,Machine Learning
Amazon,55,Senior Product Manager,254811.83,Infrastructure
Netflix,40,Director,371101.5,Infrastructure
Amazon,35,Engineering Manager,286224.12,Infrastructure
Netflix,25,Software Engineer,149086.8,Security
Uber,52,Senior UX Designer,145179.1,Mobile
Netflix,34,Senior Data Scientist,222729.1,Design
Adobe,36,Product Manager,212581.97,Data Science
Google,37,Senior Product Manager,269108.97,Cloud Services
Oracle,41,Director,235965.71,Infrastructure
VMware,28,Data Scientist,195816.51,Web
Netflix,43,Staff Engineer,332297.21,Design
Oracle,36,Product Manager,182305.8,Machine Learning
Amazon,39,Staff Engineer,328407.06,Engineering
VMware,39,Principal Engineer,332452.71,Mobile
Amazon,33,Senior Data Scientist,222898.46,Machine Learning
Amazon,45,Senior Data Scientist,279903.43,Cloud Services
Nvidia,53,Senior UX Designer,152954.58,Security
Cisco,49,Principal Engineer,262087.09,Cloud Services
Cisco,36,Product Manager,141080.09,Security
Uber,55,Staff Engineer,305191.54,Engineering
Google,49,Director,366639.13,Security
Salesforce,31,Senior Software Engineer,169650.54,Mobile
VMware,26,Software Engineer,172347.39,Product
Uber,59,Director,302550.43,Infrastructure
Google,39,Director,410881.36,Web
Amazon,52,Senior UX Designer,203744.88,Design
Lyft,38,Senior Data Scientist,183181.46,Machine Learning
Lyft,43,Senior Software Engineer,188904.84,Product
Cisco,35,Senior Product Manager,230375.24,Design
VMware,22,Software Engineer,156860.72,Infrastructure
Cisco,33,Senior Product Manager,191616.13,Infrastructure
Cisco,44,Senior Product Manager,257151.33,Product
Meta,39,Principal Engineer,335015.34,Mobile
Lyft,31,Staff Engineer,300196.67,Machine Learning
Lyft,45,Senior Product Manager,238344.6,Mobile
Adobe,44,Data Scientist,178477.64,Cloud Services
Nvidia,48,Senior Product Manager,233165.22,Cloud Services
Lyft,45,Senior Data Scientist,247760.32,Design
Uber,30,Senior Software Engineer,225333.97,Security
Lyft,54,Director,292079.6,Web
Intel,24,UX Designer,125217.95,Infrastructure
Uber,38,Senior Product Manager,255569.84,Infrastructure
Meta,48,Engineering Manager,319613.47,Web
Uber,47,Principal Engineer,318657.23,Web
Google,52,Senior Product Manager,310881.55,Engineering
Microsoft,45,Engineering Manager,216426.19,Data Science
Intel,50,Principal Engineer,317185.28,Engineering
Nvidia,48,Principal Engineer,392330.53,Infrastructure
Apple,33,Software Engineer,140064.9,Design
Google,51,Staff Engineer,334747.41,Security
Nvidia,36,Data Scientist,195653.59,Cloud Services
Netflix,43,Software Engineer,146333.58,Data Science
Google,45,Senior Product Manager,232627.83,Data Science
Nvidia,31,Software Engineer,138027.91,Machine Learning
Microsoft,53,Staff Engineer,265311.79,Product
Google,32,Senior Software Engineer,198296.02,Product
Intel,41,Director,352808.68,Security
Nvidia,41,Software Engineer,179837.71,Data Science
Cisco,23,Software Engineer,161892.86,Engineering
VMware,50,Senior UX Designer,159633.37,Security
Intel,42,Product Manager,148253.63,Product
Uber,35,Product Manager,208414.36,Machine Learning
Salesforce,26,Software Engineer,133911.8,Web
Apple,49,Senior UX Designer,212908.42,Mobile
Oracle,45,Senior Product Manager,209414.8,Security
Oracle,40,Senior Product Manager,194683.51,Data Science
Adobe,60,Director,368304.34,Cloud Services
Uber,47,Senior UX Designer,177829.5,Data Science
Intel,54,Engineering Manager,280476.26,Infrastructure
Meta,50,Director,391572.77,Cloud Services
Intel,46,Senior UX Designer,155333.27,Design
Apple,49,Staff Engineer,254516.32,Engineering
Google,41,Senior Software Engineer,218203.71,Engineering
Adobe,49,Senior Product Manager,227117.39,Design
Apple,44,Senior Software Engineer,253702.87,Security
Intel,51,Principal Engineer,305418.67,Mobile
Amazon,41,Engineering Manager,226068.05,Infrastructure
Lyft,41,Engineering Manager,279491.79,Web
IBM,35,Director,320028.89,Mobile
Lyft,38,Senior UX Designer,168675.57,Design
VMware,44,UX Designer,118026.25,Cloud Services
Amazon,36,Senior UX Designer,170394.74,Engineering
Uber,29,Data Scientist,160026.06,Engineering
Oracle,37,Senior Data Scientist,175115.54,Data Science
Adobe,50,Director,370079.56,Data Science
Lyft,38,UX Designer,125164.18,Machine Learning
VMware,25,Data Scientist,136424.43,Security
Netflix,38,Product Manager,192924.12,Machine Learning
Microsoft,39,UX Designer,128665.2,Security
Uber,27,Data Scientist,186594.52,Infrastructure
Cisco,26,Data Scientist,169994.68,Cloud Services
Lyft,42,Director,328861.76,Security
Meta,38,Product Manager,241530.91,Data Science
Uber,55,Product Manager,198239.38,Machine Learning
Lyft,37,Staff Engineer,225895.75,Security
Microsoft,37,Senior Data Scientist,226937.4,Infrastructure
Google,50,Engineering Manager,326598.94,Design
Intel,24,Software Engineer,165438.4,Machine Learning
Amazon,51,Product Manager,154641.96,Engineering
Intel,33,Software Engineer,152153.68,Engineering
Nvidia,30,Data Scientist,182566.27,Infrastructure
Intel,44,Senior UX Designer,190752.24,Infrastructure
IBM,35,Senior UX Designer,156208.04,Cloud Services
Apple,39,Software Engineer,192837.58,Design
Google,43,Senior Software Engineer,268030.5,Machine Learning
Amazon,23,Software Engineer,141817.17,Mobile
IBM,43,Senior Product Manager,199484.93,Machine Learning
Cisco,52,Senior UX Designer,146603.76,Product
IBM,48,Senior Software Engineer,203833.15,Mobile
Microsoft,35,Product Manager,229703.6,Product
Lyft,30,Senior Product Manager,183931.53,Security
Uber,48,Senior Data Scientist,233383.95,Infrastructure
Oracle,50,Product Manager,130191.3,Web
IBM,55,Engineering Manager,218016.57,Machine Learning
Lyft,58,Engineering Manager,221825.81,Data Science
Nvidia,49,Senior UX Designer,215971.18,Data Science
Adobe,35,Senior Product Manager,202586.22,Mobile
Microsoft,37,Staff Engineer,315774.04,Security
Google,35,Data Scientist,160254.14,Infrastructure
Meta,46,Staff Engineer,267630.66,Engineering
Cisco,43,Director,333086.67,Infrastructure
Cisco,58,Principal Engineer,296280.52,Data Science
Apple,60,Director,415954.01,Cloud Services
Adobe,41,Director,375956.97,Engineering
Nvidia,41,UX Designer,165658.95,Engineering
Google,35,Product Manager,189250.34,Mobile
VMware,44,Director,279969.11,Cloud Services
Microsoft,38,Director,368363.54,Security
Adobe,45,Principal Engineer,322845.54,Product
Microsoft,39,Product Manager,230495.78,Design
Adobe,57,Product Manager,199853.53,Design
Apple,42,UX Designer,176828.64,Infrastructure
Netflix,59,Engineering Manager,297369.1,Web
Google,43,Data Scientist,176502.29,Infrastructure
VMware,38,Director,299605.18,Mobile
Microsoft,40,Senior Data Scientist,194100.03,Security
Apple,60,Principal Engineer,352061.56,Web
IBM,40,UX Designer,116141.83,Web
Salesforce,58,Product Manager,184192.46,Machine Learning
Amazon,58,Product Manager,165060.37,Product
IBM,34,UX Designer,125782.41,Engineering
Google,39,Senior Product Manager,254991.35,Design
Lyft,22,Data Scientist,161768.52,Engineering
Intel,51,Engineering Manager,227140.44,Web
Lyft,43,Software Engineer,146118.78,Engineering
Amazon,37,Product Manager,209780.81,Security
Intel,43,Software Engineer,176959.64,Web
Nvidia,45,Staff Engineer,340789.8,Cloud Services
VMware,45,Software Engineer,176363.97,Product
Cisco,54,Senior Product Manager,166211.2,Web
Meta,48,Staff Engineer,274468.67,Mobile
Meta,24,Data Scientist,220368.96,Mobile
Apple,58,Engineering Manager,261559.59,Web
VMware,40,Software Engineer,146346.94,Product
Uber,44,Director,279143.36,Product
Microsoft,35,Senior Product Manager,259115.68,Security
IBM,35,Data Scientist,145586.44,Infrastructure
Microsoft,38,UX Designer,153415.29,Security
Intel,38,Director,297769.7,Mobile
Uber,42,Software Engineer,159808.22,Mobile
Apple,39,Senior Product Manager,317408.19,Cloud Services
Meta,43,Senior Product Manager,240771.01,Engineering
VMware,44,Staff Engineer,290046.58,Product
VMware,47,Senior UX Designer,187994.25,Engineering
Netflix,34,Senior Product Manager,248170.42,Security
Nvidia,44,Data Scientist,157287.06,Web
Meta,49,Senior UX Designer,164803.7,Machine Learning
Salesforce,32,Senior Data Scientist,198500.09,Web
Google,40,Staff Engineer,349258.4,Web
Meta,45,Engineering Manager,240818.08,Design
Salesforce,38,UX Designer,136720.45,Design
Salesforce,27,Software Engineer,124919.02,Security
Intel,43,UX Designer,146986.49,Design
Amazon,49,Director,323747.88,Infrastructure
Cisco,55,Product Manager,192671.95,Cloud Services
Salesforce,54,Senior Product Manager,182098.01,Product
Apple,48,Engineering Manager,255236.58,Product
Cisco,31,Senior Product Manager,232796.8,Engineering
Salesforce,57,Product Manager,201821.27,Infrastructure
Intel,47,Senior Product Manager,180392.63,Machine Learning
Intel,42,Senior UX Designer,174835.09,Web
Amazon,50,Director,339326.16,Data Science
Adobe,29,Software Engineer,127073.11,Mobile
VMware,50,Senior Software Engineer,172815.49,Security
VMware,53,Engineering Manager,299809.72,Design
Netflix,29,UX Designer,163562.48,Engineering
Microsoft,36,Software Engineer,158448.17,Engineering
Cisco,55,Senior Product Manager,207289.13,Web
Meta,32,Data Scientist,171686.07,Machine Learning
Lyft,41,Product Manager,167331.68,Security
Lyft,42,Senior Product Manager,246867.98,Design
Apple,37,Senior Data Scientist,286949.47,Engineering
Microsoft,33,Staff Engineer,338243.55,Web
Nvidia,34,Software Engineer,180544.33,Infrastructure
Netflix,24,Software Engineer,141074.08,Mobile
Nvidia,32,Data Scientist,169764.57,Engineering
Meta,26,Data Scientist,152498.82,Security
Apple,22,UX Designer,125570.28,Cloud Services
Meta,34,Data Scientist,228777.1,Design
Cisco,25,UX Designer,144206.22,Product
Microsoft,55,Director,401821.03,Infrastructure
VMware,33,UX Designer,113387.28,Engineering
Microsoft,40,Product Manager,175178.53,Web
Netflix,52,Staff Engineer,343016.49,Infrastructure
Microsoft,44,Director,376456.32,Web
Adobe,51,Engineering Manager,251422.45,Security
Meta,54,Senior Data Scientist,219678.1,Web
Microsoft,44,Director,397612.34,Product
Nvidia,42,UX Designer,159734.61,Data Science
Salesforce,53,Senior Product Manager,263606.37,Cloud Services
Cisco,48,Senior Data Scientist,189036.63,Infrastructure
Uber,48,Staff Engineer,293418.74,Web
Apple,52,Senior Software Engineer,232046.33,Data Science
Amazon,47,Product Manager,189976.78,Security
Apple,40,Software Engineer,205072.68,Machine Learning
Lyft,43,Engineering Manager,235069.78,Design
Netflix,34,Staff Engineer,264401.23,Design
IBM,42,Senior UX Designer,173059.99,Design
VMware,37,Staff Engineer,260345.27,Mobile
Amazon,38,Staff Engineer,265016.13,Design
Oracle,45,Principal Engineer,265786.61,Infrastructure
Netflix,54,Product Manager,186537.61,Machine Learning
Microsoft,49,Senior UX Designer,177619.41,Infrastructure
Adobe,55,Senior Software Engineer,236469.93,Infrastructure
Adobe,55,Product Manager,216940.91,Machine Learning
Google,35,Senior Data Scientist,271571.08,Design
Google,45,Director,402523.81,Product
Intel,54,Staff Engineer,265689.38,Product
Intel,47,Engineering Manager,270920.91,Design
Amazon,36,Staff Engineer,280792.28,Infrastructure
Amazon,32,Software Engineer,165566.14,Data Science
Meta,55,Senior Product Manager,281343.15,Mobile
Microsoft,45,Staff Engineer,288421.14,Data Science
Amazon,49,Principal Engineer,349628.67,Product
Google,42,Director,341709.85,Product
Amazon,36,Data Scientist,194696.75,Machine Learning
Cisco,30,Software Engineer,158995.52,Mobile
VMware,51,Senior UX Designer,158407.48,Infrastructure
Meta,38,Principal Engineer,355165.66,Security
Netflix,55,Staff Engineer,278445.84,Machine Learning
VMware,40,Senior Product Manager,184008.94,Engineering
Amazon,50,Principal Engineer,332097.73,Infrastructure
Google,35,Senior Product Manager,281057.75,Product
IBM,44,Staff Engineer,259059.68,Design
Uber,22,UX Designer,123201.25,Security
Lyft,42,Senior UX Designer,182997.01,Security
Meta,52,Staff Engineer,303014.99,Cloud Services
Adobe,44,Product Manager,190751.44,Design
Google,32,Senior Data Scientist,218772.09,Product
Meta,41,Senior Product Manager,311497.09,Data Science
Amazon,38,Senior UX Designer,176224.8,Cloud Services
Lyft,46,Director,286531.7,Security
Microsoft,47,Senior Software Engineer,216685.47,Data Science
VMware,44,Senior UX Designer,187883.32,Design
Netflix,44,Director,402547.33,Machine Learning
Apple,50,Staff Engineer,362276.11,Mobile
Nvidia,38,Director,271459.82,Data Science
Lyft,27,UX Designer,149973.7,Mobile
Amazon,40,Senior Product Manager,259501.57,Product
Adobe,48,Director,317798.09,Security
Uber,31,Software Engineer,137065.42,Machine Learning
Netflix,53,Principal Engineer,338131.2,Infrastructure
Salesforce,48,Senior Product Manager,263817.15,Machine Learning
Uber,40,Engineering Manager,279511.97,Machine Learning
Uber,60,Director,336316.92,Web
Adobe,38,Engineering Manager,225238.18,Design
Uber,38,Senior Software Engineer,182060.94,Cloud Services
Salesforce,30,Senior Product Manager,193711.14,Cloud Services
Microsoft,39,Staff Engineer,330797.09,Infrastructure
Meta,44,Staff Engineer,263651.28,Product
Nvidia,48,Staff Engineer,277923.76,Infrastructure
Microsoft,34,Senior Software Engineer,234743.09,Machine Learning
IBM,38,Senior Data Scientist,199446.02,Data Science
Meta,33,UX Designer,155527.24,Security
Nvidia,58,Product Manager,226366.86,Product
Uber,43,UX Designer,134536.72,Machine Learning
Cisco,37,Software Engineer,139322.68,Web
VMware,39,Engineering Manager,242292.8,Mobile
Amazon,45,Senior UX Designer,169916.91,Security
Lyft,43,Director,350071.84,Web
Google,26,Data Scientist,181686.49,Mobile
Oracle,41,UX Designer,109046.13,Design
Apple,30,Data Scientist,162426.17,Design
Nvidia,48,Staff Engineer,270956.68,Product
Lyft,31,UX Designer,140849.68,Web
Nvidia,48,Senior Software Engineer,255641.94,Product
VMware,55,Senior Software Engineer,204579.12,Infrastructure
IBM,53,Senior Data Scientist,226742.86,Engineering
Microsoft,45,Principal Engineer,360799.19,Design
Intel,35,Senior UX Designer,161162.92,Product
Apple,47,Senior Product Manager,243193.75,Product
VMware,34,Data Scientist,183185.89,Engineering
Amazon,27,UX Designer,153797.18,Machine Learning
Cisco,41,Software Engineer,118537.84,Engineering
Lyft,45,Principal Engineer,341424.29,Design
Cisco,54,Principal Engineer,342307.46,Cloud Services
Nvidia,40,UX Designer,122652.05,Design
Nvidia,45,Software Engineer,185954.63,Cloud Services
VMware,31,Data Scientist,172294.18,Data Science
Lyft,41,Engineering Manager,274560.59,Web
Adobe,47,Senior UX Designer,198284.23,Infrastructure
Netflix,31,Software Engineer,190847.87,Machine Learning
Salesforce,47,Senior Data Scientist,239589.46,Cloud Services
Nvidia,43,Software Engineer,165416.39,Infrastructure
Salesforce,43,Data Scientist,133157.44,Infrastructure
IBM,47,Senior Data Scientist,230221.11,Cloud Services
Uber,28,Software Engineer,143073.98,Machine Learning
Adobe,49,Staff Engineer,285128.1,Design
VMware,23,Software Engineer,174081.44,Data Science
Cisco,38,Senior Product Manager,165844.12,Web
Google,47,Product Manager,179261.09,Machine Learning
Microsoft,46,Senior Software Engineer,202366.38,Engineering
Adobe,53,Senior Software Engineer,218417.34,Machine Learning
Intel,43,Director,348512.04,Engineering
Lyft,35,Product Manager,183980.83,Engineering
Nvidia,44,Principal Engineer,315088.46,Engineering
Adobe,42,UX Designer,124045.84,Product
Netflix,29,UX Designer,169165.93,Engineering
Google,30,Data Scientist,193234.57,Product
VMware,46,Senior UX Designer,198522.31,Mobile
Adobe,38,Senior Software Engineer,210311.42,Engineering
VMware,49,Senior Data Scientist,204522.75,Web
Google,55,Senior Product Manager,290954.34,Infrastructure
Meta,37,Principal Engineer,339164.74,Cloud Services
Google,45,Senior Software Engineer,263109.88,Product
VMware,49,Principal Engineer,303565.91,Security
Cisco,36,UX Designer,94264.07,Mobile
Cisco,42,Data Scientist,177159.33,Infrastructure
Microsoft,52,Principal Engineer,330318.95,Web
Lyft,42,Engineering Manager,231891.7,Design
Apple,51,Senior Software Engineer,186978.39,Product
Microsoft,33,Staff Engineer,290303.35,Machine Learning
Nvidia,52,Senior Data Scientist,256664.96,Data Science
VMware,52,Senior Software Engineer,178565.96,Product
Microsoft,49,Staff Engineer,315721.7,Data Science
VMware,56,Principal Engineer,327311.2,Mobile
Salesforce,54,Director,295014.45,Product
Oracle,52,Senior Product Manager,246381.21,Machine Learning
Netflix,31,Senior Software Engineer,227353.73,Mobile
Amazon,59,Engineering Manager,292435.94,Web
Salesforce,29,Software Engineer,148290.0,Product
Netflix,40,Senior Product Manager,304797.96,Data Science
Apple,40,Principal Engineer,444016.09,Security
Microsoft,57,Principal Engineer,316766.91,Product
Google,52,Senior Product Manager,239153.98,Product
Salesforce,45,Product Manager,159023.08,Infrastructure
Amazon,50,Staff Engineer,249312.49,Cloud Services
Intel,52,Senior Product Manager,253458.77,Design
Nvidia,26,Data Scientist,142494.95,Product
VMware,27,Data Scientist,183913.19,Design
VMware,44,UX Designer,137254.69,Data Science
Lyft,52,Staff Engineer,290772.23,Security
Intel,35,Data Scientist,179252.84,Web
Cisco,52,Director,240938.58,Product
Cisco,42,Staff Engineer,257444.4,Machine Learning
Lyft,55,Senior Software Engineer,228152.27,Mobile
VMware,24,UX Designer,136295.28,Product
Amazon,46,Product Manager,152779.55,Design
IBM,34,UX Designer,96876.4,Machine Learning
Amazon,32,Data Scientist,183333.3,Design
IBM,34,Software Engineer,165308.49,Cloud Services
Adobe,37,UX Designer,125657.3,Security
Microsoft,44,Senior Product Manager,298023.38,Mobile
Apple,31,Senior UX Designer,191476.78,Product
Lyft,34,UX Designer,107368.57,Product
Salesforce,50,Staff Engineer,230768.45,Data Science
Microsoft,42,UX Designer,110612.09,Machine Learning
Uber,42,Staff Engineer,304849.45,Data Science
Amazon,38,Senior Product Manager,228254.89,Infrastructure
Amazon,43,Engineering Manager,228186.89,Infrastructure
Oracle,48,Product Manager,189422.08,Engineering
Intel,31,Staff Engineer,277474.84,Infrastructure
Amazon,35,Software Engineer,182849.46,Data Science
Meta,60,Engineering Manager,235178.52,Infrastructure
Lyft,53,Director,341371.98,Security
Netflix,43,Senior Product Manager,217026.1,Data Science
Apple,37,Principal Engineer,385678.15,Data Science
Adobe,37,Principal Engineer,397513.01,Machine Learning
Salesforce,41,Senior Data Scientist,217324.23,Cloud Services
Oracle,54,Product Manager,151405.83,Security
Salesforce,33,Senior Data Scientist,216873.44,Engineering
IBM,51,Senior Data Scientist,178115.68,Infrastructure
Amazon,51,Principal Engineer,383968.69,Machine Learning
Oracle,52,Director,242468.96,Infrastructure
Microsoft,46,Senior Product Manager,284174.29,Web
Google,39,Product Manager,177630.35,Design
Salesforce,38,Staff Engineer,286345.92,Mobile
Netflix,34,Software Engineer,189299.22,Machine Learning
Adobe,49,Staff Engineer,309392.41,Design
IBM,40,Senior UX Designer,146757.06,Cloud Services
Intel,56,Engineering Manager,233609.58,Engineering
IBM,52,Staff Engineer,276567.57,Web
Adobe,51,Senior UX Designer,170783.31,Data Science
Cisco,40,Data Scientist,153444.38,Infrastructure
Netflix,49,Engineering Manager,302877.39,Web
Google,48,Senior Data Scientist,270125.19,Design
Microsoft,47,Product Manager,204492.71,Security
Salesforce,54,Principal Engineer,322907.53,Mobile
Apple,51,Senior Software Engineer,272181.56,Design
Cisco,44,UX Designer,100801.52,Product
Nvidia,36,Senior Data Scientist,273693.24,Security
Meta,45,UX Designer,123059.5,Security
Oracle,37,Engineering Manager,234945.62,Product
Salesforce,30,Staff Engineer,254279.43,Machine Learning
Salesforce,54,Product Manager,205529.52,Security
Salesforce,39,UX Designer,108621.79,Infrastructure
Oracle,48,Staff Engineer,285696.77,Security
Meta,38,Senior UX Designer,183255.3,Web
Uber,45,Data Scientist,140400.33,Mobile
Lyft,24,UX Designer,154972.92,Security
IBM,31,UX Designer,98408.73,Machine Learning
Uber,55,Senior UX Designer,186901.13,Product
Amazon,28,Data Scientist,175623.2,Security
Adobe,30,Senior UX Designer,184137.86,Product
Netflix,51,Principal Engineer,398169.6,Infrastructure
Meta,49,Principal Engineer,452034.67,Security
Uber,54,Senior Product Manager,206354.42,Machine Learning
Oracle,43,Software Engineer,132663.27,Engineering
Amazon,24,Data Scientist,164045.73,Web
VMware,37,Senior UX Designer,157182.26,Infrastructure
Salesforce,39,Software Engineer,144980.12,Infrastructure
Salesforce,33,Data Scientist,195568.98,Machine Learning
Cisco,42,Engineering Manager,238178.87,Infrastructure
Microsoft,37,Senior Data Scientist,204021.38,Infrastructure
Netflix,32,Software Engineer,169681.86,Security
Lyft,42,Director,284898.56,Machine Learning
Meta,55,Principal Engineer,415384.98,Infrastructure
Cisco,54,Product Manager,190739.89,Machine Learning
Intel,38,Engineering Manager,281894.39,Design
IBM,55,Senior Product Manager,241650.17,Engineering
Microsoft,38,Senior Software Engineer,242881.13,Mobile
Google,40,Staff Engineer,260875.32,Security
Netflix,53,Senior Product Manager,299773.18,Web
Microsoft,43,Principal Engineer,332892.03,Product
Apple,35,Principal Engineer,424772.4,Data Science
Amazon,38,Principal Engineer,331793.22,Cloud Services
Nvidia,55,Director,283277.98,Security
Adobe,45,Software Engineer,127647.78,Cloud Services
Amazon,44,Data Scientist,141259.79,Machine Learning
Netflix,39,Software Engineer,188327.11,Cloud Services
Uber,35,UX Designer,108416.3,Product
Amazon,46,Engineering Manager,316425.34,Security
Oracle,35,Principal Engineer,274691.99,Mobile
Microsoft,49,Engineering Manager,275342.33,Security
Salesforce,53,Product Manager,218773.7,Machine Learning
Oracle,53,Senior Product Manager,244442.52,Data Science
Lyft,27,Data Scientist,177681.17,Machine Learning
Meta,36,Director,305176.32,Design
Lyft,22,UX Designer,101891.04,Mobile
Uber,58,Product Manager,198852.58,Security
Meta,38,Product Manager,170218.9,Data Science
Cisco,40,Software Engineer,151140.12,Cloud Services
Adobe,36,Data Scientist,136397.98,Machine Learning
Salesforce,45,Product Manager,193537.73,Web
Microsoft,46,Product Manager,224479.71,Product
Meta,34,Staff Engineer,268224.41,Web
Adobe,48,Senior Product Manager,218543.67,Cloud Services
VMware,53,Engineering Manager,257124.52,Machine Learning
Microsoft,50,Product Manager,194043.2,Infrastructure
IBM,47,Engineering Manager,213545.28,Data Science
Nvidia,37,Senior Data Scientist,250186.45,Machine Learning
Microsoft,41,Engineering Manager,308204.35,Product
Cisco,42,UX Designer,93394.36,Cloud Services
Nvidia,36,Senior Software Engineer,181438.66,Data Science
Uber,41,Principal Engineer,342318.03,Infrastructure
Lyft,39,Senior Product Manager,207468.93,Mobile
IBM,39,Principal Engineer,320533.09,Web
Uber,51,Senior Data Scientist,197035.42,Security
Salesforce,33,Senior Data Scientist,222168.48,Infrastructure
Amazon,38,Principal Engineer,424675.09,Infrastructure
Oracle,50,Senior Software Engineer,156462.24,Machine Learning
Cisco,31,Senior UX Designer,165280.66,Web
Google,42,Product Manager,206044.26,Design
Salesforce,32,Senior Data Scientist,173335.93,Engineering
Nvidia,38,Senior Product Manager,264290.82,Machine Learning
Nvidia,36,UX Designer,155564.38,Engineering
Adobe,41,Director,325159.34,Data Science
Oracle,30,Staff Engineer,290766.99,Mobile
Oracle,43,Senior Product Manager,167791.51,Machine Learning
Oracle,43,UX Designer,95713.39,Engineering
Meta,40,Data Scientist,211966.49,Design
Netflix,50,Senior Product Manager,214767.8,Product
Apple,25,Data Scientist,225711.25,Engineering
VMware,45,Data Scientist,152684.97,Infrastructure
Lyft,54,Product Manager,142560.53,Security
Cisco,43,Software Engineer,126719.2,Data Science
Google,30,Senior UX Designer,162340.31,Engineering
Netflix,41,Engineering Manager,316236.6,Mobile
Google,48,Staff Engineer,347586.47,Data Science
Salesforce,41,Director,358836.27,Web
Lyft,24,UX Designer,108469.71,Engineering
Adobe,38,Senior Product Manager,252548.77,Machine Learning
Meta,55,Engineering Manager,338338.32,Machine Learning
Cisco,28,UX Designer,138197.94,Cloud Services
Cisco,31,Senior Product Manager,253258.75,Cloud Services
Microsoft,58,Director,338223.06,Infrastructure
Google,38,Principal Engineer,322047.51,Engineering
Salesforce,51,Engineering Manager,257684.41,Engineering
Nvidia,45,Senior Software Engineer,228600.53,Engineering
Apple,47,Director,344383.42,Design
Adobe,48,Senior UX Designer,189189.51,Data Science
Salesforce,52,Senior Software Engineer,190262.48,Security
Uber,34,Senior UX Designer,172131.93,Cloud Services
Apple,55,Senior Product Manager,269509.65,Infrastructure
Intel,42,Senior Data Scientist,240715.61,Product
Apple,22,Software Engineer,194690.17,Security
IBM,32,Software Engineer,115667.91,Cloud Services
Lyft,47,Product Manager,219314.61,Engineering
Cisco,52,Senior UX Designer,167086.77,Mobile
Apple,31,Senior UX Designer,187451.93,Security
Adobe,55,Engineering Manager,217802.2,Design
Lyft,56,Director,309925.52,Design
Microsoft,48,Director,378590.13,Mobile
Nvidia,54,Senior Product Manager,195179.36,Security
Lyft,51,Senior UX Designer,177556.14,Infrastructure
Cisco,54,Director,246463.37,Web
Google,59,Principal Engineer,409027.61,Infrastructure
Salesforce,58,Product Manager,202210.63,Product
Intel,52,Principal Engineer,356122.29,Data Science
Cisco,36,Senior Data Scientist,171627.87,Design
Oracle,42,Staff Engineer,218549.5,Mobile
VMware,45,Senior UX Designer,164864.89,Mobile
Amazon,38,Senior Product Manager,280251.37,Mobile
IBM,49,Senior Software Engineer,215998.25,Web
Intel,34,Staff Engineer,261907.52,Infrastructure
Uber,44,Engineering Manager,264685.37,Cloud Services
Cisco,38,Senior UX Designer,129248.02,Engineering
Intel,40,Principal Engineer,282406.95,Mobile
Nvidia,45,Data Scientist,208821.96,Engineering
Amazon,57,Director,362224.48,Engineering
Amazon,52,Senior Product Manager,298280.03,Design
Intel,42,Engineering Manager,297556.94,Machine Learning
VMware,40,Staff Engineer,245678.92,Engineering
Nvidia,56,Principal Engineer,413049.93,Mobile
Apple,35,Senior Product Manager,268593.04,Cloud Services
Netflix,49,Product Manager,213539.03,Design
Uber,51,Engineering Manager,297768.05,Infrastructure
Oracle,35,Data Scientist,125197.86,Design
Nvidia,38,Staff Engineer,339634.33,Mobile
Amazon,44,UX Designer,158824.37,Web
Netflix,25,UX Designer,121206.88,Design
Nvidia,54,Director,376198.82,Security
VMware,37,Director,369214.05,Cloud Services
Microsoft,43,Software Engineer,148168.97,Data Science
Netflix,37,Staff Engineer,296959.36,Engineering
Nvidia,23,Software Engineer,155320.02,Cloud Services
Cisco,40,Data Scientist,183914.55,Security
Salesforce,45,Software Engineer,147930.53,Product
Lyft,43,Product Manager,179426.37,Data Science
Intel,35,Staff Engineer,306606.59,Data Science
Nvidia,55,Director,394773.33,Security
IBM,30,Data Scientist,171746.57,Design
Nvidia,32,Senior Product Manager,231219.5,Security
Oracle,60,Engineering Manager,246146.95,Design
Oracle,51,Staff Engineer,202808.6,Cloud Services
Intel,42,Senior Software Engineer,184436.54,Infrastructure
Apple,50,Staff Engineer,294103.83,Design
Uber,56,Principal Engineer,385005.67,Cloud Services
Oracle,33,Data Scientist,165720.43,Engineering
Cisco,42,UX Designer,141595.23,Web
Netflix,41,Senior Product Manager,319170.99,Security
Adobe,37,UX Designer,151818.52,Product
Meta,50,Senior Software Engineer,247716.32,Web
Apple,27,Software Engineer,189571.26,Security
VMware,52,Principal Engineer,284730.29,Machine Learning
Amazon,38,Staff Engineer,314114.92,Product
Lyft,49,Principal Engineer,360716.01,Cloud Services
Google,53,Engineering Manager,273359.33,Design
Oracle,39,Engineering Manager,254290.63,Data Science
Microsoft,51,Staff Engineer,303540.67,Machine Learning
Microsoft,40,Senior Data Scientist,237140.68,Machine Learning
